Наименование;Цена;Наличие
Ноутбуки;;
Acer Extensa 5630G-652G25Mi C2D-T6500 2,1 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Radeon 3470-v512Mb / DVD-RWx2 / WiFi / VHP (LX.ECP0X.076);26470 руб.;есть
Acer Extensa 5630EZ-422G16Mi P-M-T4200 2,0 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Intel GMA X4500-v128Mb / DVD-RWx2 / WiFi / VHB (LX.ECW0Y.012);18780 руб.;есть
Acer Extensa 5630EZ-422G16Mi P-M-T4200 2,0 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Intel GMA X4500-v128Mb / DVD-RWx2 / WiFi / VHP (LX.ECX0X.095);17970 руб.;есть
Acer Ferrari 1100-604G25Mn A64X2-TL64 2,2 ГГц / 12.0'' WXGA / 2048Mb / 250Gb / Radeon X1150-v512Mb / DVD-RWx2 / WiFi / VHP (LX.FR90X.078);34980 руб.;есть
Acer Aspire 5730ZG-323G25Mi CD-T2390 1,86 ГГц / 15.4'' WXGA / 3072Mb / 250Gb / Intel GMA X3100-v128Mb / DVD-RWx2 / WiFi / VHP (LX.AUC0X.078);24300 руб.;остатки
Acer Extensa 5620-2A2G25Mi C2D-T5270 1,4 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Intel GMA X3100-v358Mb / DVD-RWx2 / WiFi / VHB (LX.E530Y.186);20620 руб.;предзаказ
Acer Extensa 5620G-2A2G25Mi C2D-T5270 1,4 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Radeon 2600-v512Mb / DVD-RWx2 / WiFi / VHP (LX.EAD0X.150);25150 руб.;предзаказ
Acer Extensa 5620G-6A2G25Mi C2D-T5750 2,0 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Radeon X2400-v256Mb / DVD-RWx2 / WiFi / VB (LX.EA20Z.083);26580 руб.;остатки
Acer eMaсhines G725-423G25Mi P-M-2,0 ГГц / 17.3'' WXGA+ / 3072Mb / 250Gb / Intel GMA X4500-v256Mb / DVD-RW / WiFi / VHP (LX.N630X.029);22130 руб.;есть
Acer Extensa 7230E-161G16Mi Cel Duo-T1600 1,66 ГГц / 17.0'' WXGA+ / 1024Mb / 160Gb / Intel GMA X4500MHD-v358Mb / DVD-RWx2 / noWiFi / Linux (LX.EC80F.021);17970 руб.;предзаказ
Acer Extensa 7230E-162G16MI Cel Duo-T1600 1,66 ГГц / 17.0'' WXGA+ / 2048Mb / 160Gb / Intel GMA X4500MHD-v358Mb / DVD-RWx2 / WiFi / VHB (LX.EC80Y.042);18400 руб.;есть
Acer Extensa 7230E-302G16Mi Cel Duo-T3000 1,8 ГГц / 17.0'' WXGA+ / 2048Mb / 160Gb / Intel GMA X4500MHD-v358Mb / DVD-RWx2 / WiFi / VHB (LX.EC80Y.072);20600 руб.;есть
Acer Extensa 7230E-301G16Mi Cel Duo-T3000 1,8 ГГц / 17.0'' WXGA+ / 1024Mb / 160Gb / Intel GMA X4500MHD-v358Mb / DVD-RWx2 / WiFi / Linux (LX.EC80F.056);19950 руб.;предзаказ
Acer eMaсhines E520-572G16Mi Cel-2,0 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Intel GMA X3100-v252Mb / DVD-RWx2 / WiFi / VHB (LX.N070Y.148);19020 руб.;остатки
Acer Ferrari 1200-804G32Mi TurX2-ZM-80 2,1 ГГц / 12.1'' WXGA / 4096Mb / 320Gb / Radeon X1270-v512Mb / DVD-RWx2 / WiFi / VHP (LX.FRA0X.024);33580 руб.;предзаказ
Acer Aspire 4935G-644G32Mi C2D-T6400 2,0 ГГц / 14.1'' WXGA / 3072Mb / 250Gb / Intel GMA X4500MHD-v358Mb / DVD-RW / WiFi / VHP (LX.AC90X.079);25930 руб.;есть
Acer TravelMate 5530-742G16Mi A64X2-RM-74 2,2 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Radeon 3200-v256Mb / DVD-RW / WiFi / VB (LX.TQ90Z.463);26110 руб.;предзаказ
Acer Extensa 7630Z-422G25Mi P-M-T4200 2,0 ГГц / 17.0'' WXGA+ / 3072Mb / 250Gb / Intel GMA X4500-v256Mb / DVD-RWx2 / WiFi / VHP (LX.ED20X.002);21280 руб.;есть
Acer Extensa 7630G-582G25Mi C2D(SR)-T5800 2,0 ГГц / 17.0'' WXGA+ / 2048Mb / 250Gb / GeForce 9300M-v256Mb / DVD-RWx2 / WiFi / VHP (LX.EAX0X.110);26240 руб.;предзаказ
Acer Extensa 7630G-732G25Mi C2D(SR)-P7350 2,0 ГГц / 17.0'' WXGA+ / 2048Mb / 250Gb / GeForce 9300M-v256Mb / DVD-RWx2 / WiFi / VHP (LX.EAX0X.010);28390 руб.;остатки
Acer Extensa 7630EZ-421G16Mi P-M-T4200 2,0 ГГц / 17.0'' WXGA+ / 1024Mb / 160Gb / Intel GMA X4500-v256Mb / DVD-RWx2 / WiFi / Linux (LX.ECA0F.032);18370 руб.;есть
Acer Extensa 7630EZ-431G16Mi P-M-T4300 2,1 ГГц / 17.0'' WXGA+ / 1024Mb / 160Gb / Intel GMA X4500-v256Mb / DVD-RWx2 / WiFi / VHP (LX.ECA0X.034);22790 руб.;предзаказ
Acer Extensa 7630EZ-431G16Mi P-M-T4300 2,1 ГГц / 17.0'' WXGA+ / 1024Mb / 160Gb / Intel GMA X4500-v256Mb / DVD-RWx2 / WiFi / Linux (LX.ECA0F.052);20380 руб.;предзаказ
Acer Aspire 8935G-754G50Bi C2D-P7550 2,26 ГГц / 18.4'' WUXGA / 4096Mb / 500Gb / ATI Mobility™ Radeon® HD 4670-v1024Mb / Blu-Ray Combo / WiFi / VHP (LX.PDA0X.126);56990 руб.;есть
Acer Aspire 8935G-904G50Wi С2D (Qd)-Q9000 2,0 ГГц / 18.4'' WUXGA / 4096Mb / 500Gb / ATI Mobility™ Radeon® HD 4670-v1024Mb / Blu-Ray Combo / WiFi / VHP (LX.PDD0X.023);74090 руб.;есть
Acer Aspire 8935G-654G32Mi C2D-T6500 1,83 ГГц / 18.4'' WUXGA / 4096Mb / 320Gb / ATI Mobility™ Radeon® HD 4670-v1024Mb / DVD-RWx2 / WiFi / VHP (LX.PDB0X.069);45590 руб.;остатки
Acer Aspire 8730G-744G50Mi C2D-P7450 2,13 ГГц / 18.4'' WUXGA / 4096Mb / 500Gb / ATI Radeon HD 4650-v1024Mb / DVD-RWx2 / WiFi / VHP (LX.P630X.080);49300 руб.;остатки
Acer Aspire 8730G-644G50Mi C2D-T6400 2,0 ГГц / 18.4'' WUXGA / 4096Mb / 500Gb / GeForce 9600M GT-v1024Mb / DVD-RWx2 / WiFi / VHP (LX.AYG0X.054);40820 руб.;остатки
Acer Aspire 8730G-644G32Mi C2D-T6400 2,0 ГГц / 18.4'' WXGA+ / 4096Mb / 320Gb / Radeon® HD 4570-v512Mb / DVD-RWx2 / WiFi / VHP (LX.P600X.039);37980 руб.;предзаказ
Acer Aspire 8730ZG-423G32Mi P-M-T4200 2,0 ГГц / 18.4'' WXGA+ / 3072Mb / 320Gb / GeForce 9300M-v512Mb / DVD-RWx2 / WiFi / VHP (LX.AYP0X.059);35100 руб.;есть
Acer TravelMate 8371-353G25i Intel® Core 2 Solo-SU3500 1,4 ГГц / 13.3'' WXGA / 3072Mb / 250Gb / Intel GMA X4500MHD-v64Mb / noCDROM / WiFi / VB (LX.TTD0Z.050);24580 руб.;есть
Acer TravelMate 8371-944G25i Intel® Core 2 Solo-SU9400 1,4 ГГц / 13.3'' WXGA / 4096Mb / 250Gb / Intel GMA X4500MHD-v64Mb / noCDROM / WiFi / VB (LX.TTD0Z.193);33570 руб.;есть
Acer TravelMate 8371G-944G32i Intel® Core 2 Solo-SU9400 1,4 ГГц / 13.3'' WXGA / 4096Mb / 320Gb / Radeon® HD 4570-v512Mb / noCDROM / WiFi / VB (LX.TTK0Z.042);35270 руб.;есть
Acer Extensa 4630-642G16Mi C2D-T6400 2,0 ГГц / 14.1'' WXGA / 2048Mb / 160Gb / Intel GMA X4500-v128Mb / DVD-RWx2 / WiFi / VHB (LX.EB50Y.107);18990 руб.;есть
Acer Extensa 4630-731G12Mi C2D-P7350 2,0 ГГц / 14.1'' WXGA / 1024Mb / 120Gb / Intel GMA X4500-v128Mb / DVD-RWx2 / WiFi / VHB (LX.EB50Y.037);19480 руб.;предзаказ
Acer Extensa 5220-1A2G16Mi Cel-T1400 1,83 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Intel GMA X3100-v128Mb / DVD-RWx2 / WiFi / Linux (LX.E880C.055);18030 руб.;остатки
Acer Aspire 7735ZG-423G25Mi P-M-T4200 2,0 ГГц / 17.3'' WXGA++ / 3072Mb / 250Gb / Radeon® HD 4570-v512Mb / DVD-RW / WiFi / VHP (LX.PC30X.038);28490 руб.;есть
Acer Aspire 7735Z-423G25Mi P-M-T4200 2,0 ГГц / 17.3'' WXGA++ / 3072Mb / 250Gb / Intel GMA X4500MHD-v358Mb / DVD-RW / WiFi / VHP (LX.PC60X.029);26590 руб.;предзаказ
Acer Extensa 5235-901G16Mi Cel-900 2,2 ГГц / 15.6'' WXGA / 1024Mb / 160Gb / Intel GMA X4500-v256Mb / DVD-RW / WiFi / Linux (LX.EDP0C.009);16100 руб.;есть
Acer Extensa 5235-902G16Mi Cel-900 2,2 ГГц / 15.6'' WXGA / 2048Mb / 160Gb / Intel GMA X4500-v256Mb / DVD-RW / WiFi / VHB (LX.EDP0Y.002);17550 руб.;есть
Acer Aspire 7738G-654G32Mi C2D-T6500 1,83 ГГц / 17.3'' WXGA+ / 4096Mb / 320Gb / NVIDIA® GeForce™ GT 240M-v1024Mb / DVD-RWx2 / WiFi / VHP (LX.PFT0X.138);33240 руб.;предзаказ
Acer Aspire 7738G-754G32Mi C2D-P7550 2,26 ГГц / 17.3'' WXGA+ / 4096Mb / 320Gb / NVIDIA® GeForce™ G130M-v1024Mb / DVD-RWx2 / WiFi / VHP (LX.PFT0X.137);37990 руб.;предзаказ
Acer Aspire 7738G-904G50Mi С2D (Qd)-Q9000 2,0 ГГц / 17.3'' WXGA+ / 4096Mb / 500Gb / NVIDIA® GeForce™ G130M-v1024Mb / DVD-RWx2 / WiFi / VHP (LX.PCA0X.027);54420 руб.;остатки
Acer Aspire 7738G-904G100Bi С2D (Qd)-Q9000 2,0 ГГц / 17.3'' WXGA+ / 4096Mb / 1000Gb / NVIDIA® GeForce™ G130M-v1024Mb / Blu-Ray Combo / WiFi / VHP (LX.PCA0X.090);56990 руб.;предзаказ
Acer Aspire 7738G-734G32Mi C2D-P7350 2,0 ГГц / 17.3'' WXGA+ / 4096Mb / 320Gb / NVIDIA® GeForce™ G130M-v1024Mb / DVD-RWx2 / WiFi / VHP (LX.PCC0X.330);36080 руб.;предзаказ
Acer Aspire 7738G-654G32Mi C2D-T6500 2,1 ГГц / 17.3'' WXGA+ / 4096Mb / 320Gb / NVIDIA® GeForce™ G130M-v1024Mb / DVD-RWx2 / WiFi / VHP (LX.PCC0X.189);33240 руб.;предзаказ
Acer Aspire 2920-932G32Mn C2D(Pn)-T9300 2,5 ГГц / 12.0'' WXGA / 2048Mb / 320Gb / Intel GMA X3100-v358Mb / DVD-RWx2 / WiFi / VHP (LX.ANK0X.344);38940 руб.;есть
Acer Aspire 8530G-724G32Mi TurX2-RM-72 2,1 ГГц / 18.4'' WUXGA / 4096Mb / 320Gb / Radeon 3650-v1024Mb / DVD-RW / WiFi / VHP (LX.AYV0X.023);34170 руб.;предзаказ
Acer Aspire 5810T-354G32Mi Intel® Core 2 Solo-SU3500 1,4 ГГц / 15.4'' WXGA / 4096Mb / 320Gb / Intel GMA X4500MHD-v358Mb / DVD-RWx2 / WiFi / VHP (LX.PBB0X.052);26870 руб.;есть
Acer Aspire 5810TG-944G50Mi C2D-SU9400 1,4 ГГц / 15.4'' WXGA / 4096Mb / 500Gb / ATI Mobility™ Radeon® HD 4330-v512Mb / DVD-RWx2 / WiFi / VHP (LX.PDU0X.090);38560 руб.;есть
Acer Aspire 5810TG-354G32Mi Intel® Core 2 Solo-SU3500 1,4 ГГц / 15.4'' WXGA / 4096Mb / 320Gb / ATI Mobility™ Radeon® HD 4330-v512Mb / DVD-RWx2 / WiFi / VHP (LX.PDU0X.050);31340 руб.;предзаказ
Acer Aspire 5810TG-353G25Mi Intel® Core 2 Solo-SU3500 1,4 ГГц / 15.4'' WXGA / 3072Mb / 250Gb / ATI Mobility™ Radeon® HD 4330-v512Mb / DVD-RWx2 / WiFi / VHP (LX.PDU0X.179);27550 руб.;есть
Acer Aspire 5810T-353G25Mi Intel® Core 2 Solo-SU3500 1,4 ГГц / 15.4'' WXGA / 3072Mb / 250Gb / Intel GMA X4500MHD-v358Mb / DVD-RWx2 / WiFi / VHP (LX.PBB0X.229);27460 руб.;есть
Acer Aspire 8920G-834G32Bn C2D(Pn)-T8300 2,4 ГГц / 18.4'' Full HD / 4096Mb / 320Gb / GeForce 9500M GS-v512Mb / Blu-Ray Combo / WiFi / VHP (LX.AP50X.327);39990 руб.;предзаказ
Acer Extensa 5430-622G16Mi A64X2-QL-62 2,0 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Radeon 3200-v256Mb / DVD-RWx2 / WiFi / VHB (LX.EAN0Y.144);19810 руб.;есть
Acer Extensa 5430-642G16Mi A64X2-QL-64 2,1 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Radeon 3200-v256Mb / DVD-RWx2 / WiFi / VHB (LX.EAN0Y.181);20350 руб.;есть
Acer Extensa 5430-601G12Mi A64X2-QL-60 1,9 ГГц / 15.4'' WXGA / 1024Mb / 120Gb / Radeon 3200-v256Mb / DVD-RWx2 / WiFi / VHB (LX.EAN0Y.055);16150 руб.;предзаказ
Acer TravelMate 7730-842G25Mi C2D(Pn)-P8400 2,26 ГГц / 17.0'' WXGA+ / 2048Mb / 250Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VB (LX.TPK0Z.061);28590 руб.;есть
Acer TravelMate 7730G-964G50Mi C2D-T9600 2,8 ГГц / 17.0'' WXGA+ / 4096Mb / 500Gb / Radeon 3470-v512Mb / DVD-RWx2 / WiFi / VB (LX.TT50Z.446);48450 руб.;предзаказ
Acer TravelMate 7730G-874G25Mi C2D-P8700 2,53 ГГц / 17.0'' WXGA+ / 4096Mb / 250Gb / Radeon 3470-v512Mb / DVD-RWx2 / WiFi / VB (LX.TT50Z.380);40850 руб.;предзаказ
Acer TravelMate 7730-874G25Mi C2D-P8700 2,53 ГГц / 17.0'' WXGA+ / 4096Mb / 250Gb / Intel GMA X4500MHD-v256Mb / DVD-RWx2 / WiFi / VB (LX.TPK0Z.A14);38950 руб.;предзаказ
Acer TravelMate 7730-662G25Mi C2D-T6670 2,2 ГГц / 17.0'' WXGA+ / 2048Mb / 250Gb / Intel GMA X4500MHD-v256Mb / DVD-RWx2 / WiFi / VB (LX.TPK0Z.B18);31350 руб.;предзаказ
Acer Aspire 5538G Tur-L310 1,2 ГГц / 15.6'' WXGA / 3072Mb / 320Gb / Radeon 3200-v256Mb / DVD-RWx2 / WiFi / VHP (LX.PEA0X.027);24860 руб.;есть
Acer eMaсhines eME625-6C3G25Mi A64X2-1,6 ГГц / 15.6'' WXGA / 3072Mb / 250Gb / Radeon X1200-v256Mb / DVD-RWx2 / WiFi / VHB (LX.N290Y.123);18610 руб.;есть
Acer eMaсhines eME625-203G16Mi A64-1,6 ГГц / 15.6'' WXGA / 3072Mb / 160Gb / Radeon X1250-v256Mb / DVD-RWx2 / WiFi / VHB (LX.N290Y.070);16830 руб.;есть
Acer Extensa EX5635Z-431G16Mi P-M-T4200 2,0 ГГц / 15.6'' WXGA / 1024Mb / 160Gb / Intel GMA X4500-v256Mb / DVD-RW / WiFi / Linux (LX.EDM0C.094);19010 руб.;предзаказ
Acer Extensa 5635Z-432G16Mi P-M-T4200 2,0 ГГц / 15.6'' WXGA / 2048Mb / 160Gb / Intel GMA X4500-v256Mb / DVD-RW / WiFi / VHP (LX.EDM0X.097);21380 руб.;предзаказ
Acer Aspire 4930G-583G25Mi C2D(SR)-T5850 2,16 ГГц / 14.1'' WXGA / 3072Mb / 250Gb / GeForce 9300M-v256Mb / DVD-RWx2 / WiFi / VHP (LX.AX70X.029);22660 руб.;есть
Acer Aspire 4930G-583G25Bi C2D(SR)-T5800 2,0 ГГц / 14.1'' WXGA / 3072Mb / 250Gb / GeForce 9300M-v256Mb / Blu-Ray Combo / WiFi / VHP (LX.AQL0X.328);29170 руб.;остатки
Acer Aspire 7730G-734G32Mi C2D(SR)-P7350 2,0 ГГц / 17.4'' WXGA+ / 4096Mb / 320Gb / GeForce 9600M GT-v512Mb / DVD-RWx2 / WiFi / VHP (LX.ARB0X.089);37750 руб.;предзаказ
Acer Aspire 7730G-844G32Bi C2D(SR)-P8400 2,26 ГГц / 17.4'' WXGA+ / 4096Mb / 320Gb / GeForce 9600M GT-v512Mb / Blu-Ray Combo / WiFi / VHP (LX.ARB0X.088);41250 руб.;остатки
Acer Aspire 7730Z-423G25Mi P-M-T4200 2,0 ГГц / 17.4'' WXGA+ / 3072Mb / 250Gb / Intel GMA X4500-v128Mb / DVD-RWx2 / WiFi / VHB (LX.AVR0Y.004);25810 руб.;остатки
Acer Aspire 7730Z-323G25Mi P-M-T3200 2,0 ГГц / 17.4'' WXGA+ / 3072Mb / 250Gb / Intel GMA X4500-v128Mb / DVD-RWx2 / WiFi / VHP (LX.AVR0X.028);21030 руб.;остатки
Acer TravelMate 4530-802G16Mi TurX2-ZM-80 2,1 ГГц / 14.1'' WVGA / 2048Mb / 160Gb / Radeon 3200-v256Mb / DVD-RWx2 / WiFi / VHP (LX.TPM0X.041);22210 руб.;остатки
Acer Aspire 5737Z-643G25Mi C2D-T6400 2,0 ГГц / 15.6'' WXGA / 3072Mb / 250Gb / NVIDIA® GeForce™ 9400M G-v256Mb / DVD-RWx2 / WiFi / VHP (LX.AZ70X.187);28480 руб.;остатки
Acer Aspire 5737Z-423G32Mi P-M-T4200 2,0 ГГц / 15.6'' WXGA / 3072Mb / 320Gb / NVIDIA® GeForce™ 9400M G-v256Mb / DVD-RWx2 / WiFi / VHP (LX.AZ70X.191);24215 руб.;предзаказ
Acer Aspire 5737Z-423G25Mi P-M-T4200 2,0 ГГц / 15.6'' WXGA / 3072Mb / 250Gb / NVIDIA® GeForce™ 9400M G-v256Mb / DVD-RWx2 / WiFi / VHP (LX.AZ70X.067);23740 руб.;предзаказ
Acer TravelMate 5730G-873G32Mi C2D-P8700 2,53 ГГц / 15.4'' WXGA / 3072Mb / 320Gb / Radeon 3470-v512Mb / DVD-RWx2 / WiFi / VB (LX.TSY0Z.482);39900 руб.;предзаказ
Acer TravelMate 5730-663G25Mi C2D-T6670 2,2 ГГц / 15.4'' WXGA / 3072Mb / 250Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VB (LX.TQH0Z.H15);30000 руб.;есть
Acer TravelMate 5730-873G25Mi C2D-P8700 2,53 ГГц / 15.4'' WXGA / 3072Mb / 250Gb / Intel GMA X4500MHD-v358Mb / DVD-RWx2 / WiFi / VB (LX.TQH0Z.F31);37980 руб.;предзаказ
Acer TravelMate 5730-842G25Mi C2D(SR)-P8400 2,26 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VB (LX.TQH0Z.062);28710 руб.;есть
Acer Aspire 5530-603G16Mi A64X2-QL-60 1,9 ГГц / 15.4'' WXGA / 3072Mb / 160Gb / Radeon 3200-v252Mb / DVD-RWx2 / WiFi / VHP (LX.APV0X.149);20750 руб.;предзаказ
Acer Aspire 5530-703G25Mi TurX2-RM-70 2,0 ГГц / 15.6'' WXGA / 3072Mb / 250Gb / Radeon 3200-v128Mb / DVD-RWx2 / WiFi / VHB (LX.AT30Y.001);25650 руб.;остатки
Acer TravelMate 5720G-812G16Mi C2D(Pn)-T8100 2,1 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Intel GMA X3100-v128Mb / DVD-RWx2 / WiFi / VHP (LX.TK20Z.415);23690 руб.;остатки
Acer TravelMate 5720G-812G25Mi C2D(Pn)-T8100 2,1 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Radeon 2400-v256Mb / DVD-RWx2 / WiFi / VB (LX.TMT0Z.149);26200 руб.;есть
Acer TravelMate 5720-301G16Mn C2D(SR)-T7300 2,0 ГГц / 15.4'' WXGA / 1024Mb / 160Gb / Intel GMA X3100-v128Mb / DVD-RWx2 / WiFi / VB (LX.TK20Z.361);44230 руб.;остатки
Acer TravelMate 5720-5B2G16Mi C2D-T5670 1,8 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Intel GMA X3100-v358Mb / DVD-RW / WiFi / VB (LX.TKD0Z.196);29720 руб.;предзаказ
Acer Aspire 5738ZG-423G25Mi P-M-T4200 2,0 ГГц / 15.6'' WXGA / 3072Mb / 250Gb / GeForce™ G105M-v512Mb / DVD-RWx2 / WiFi / VHP (LX.PAT0X.029);23290 руб.;есть
Acer Aspire 5738G-653G25Mi C2D-T6500 2,1 ГГц / 15.6'' WXGA / 3072Mb / 250Gb / Radeon® HD 4570-v512Mb / DVD-RWx2 / WiFi / VHP (LX.PEZ0X.001);28490 руб.;есть
Acer Aspire 5738Z-423G25Mi P-M-T4200 2,0 ГГц / 15.6'' WXGA / 3072Mb / 250Gb / Intel GMA X4500MHD-v256Mb / DVD-RWx2 / WiFi / VHP (LX.PFD0X.069);22400 руб.;есть
Acer Aspire 5738ZG-423G25Mi P-M-T4200 2,0 ГГц / 15.6'' WXGA / 3072Mb / 250Gb / Radeon® HD 4570-v512Mb / DVD-RWx2 / WiFi / VHP (LX.PHK0X.002);24690 руб.;предзаказ
Acer Aspire 5738ZG-424G32Mi P-M-T4200 2,0 ГГц / 15.6'' WXGA / 4096Mb / 320Gb / GeForce™ G105M-v512Mb / DVD-RWx2 / WiFi / VHP (LX.PAT0X.046);25640 руб.;предзаказ
Acer Aspire 5738Z-423G25Mi P-M-T4200 2,0 ГГц / 15.6'' WXGA / 3072Mb / 250Gb / Intel GMA X4500MHD-v384Mb / DVD-RWx2 / WiFi / VHP (LX.PAR0X.009);22390 руб.;есть
Acer Aspire 5738G-644G32Mi C2D(Mn)-T6400 2,0 ГГц / 15.6'' WXGA / 4096Mb / 320Gb / GeForce™ G105M-v512Mb / DVD-RWx2 / WiFi / VHP (LX.PAM0X.051);28490 руб.;предзаказ
Acer Aspire 5738G-653G25Mi C2D-T6500 2,1 ГГц / 15.6'' WXGA / 3072Mb / 320Gb / GeForce™ G105M-v512Mb / DVD-RWx2 / WiFi / VHP (LX.PEQ0X.002);27560 руб.;предзаказ
Acer Aspire 5920G-702G25Hn C2D(SR)-T7700 2,4 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / GeForce 8600M GT-v512Mb / HD DVD-ROM / WiFi / VU (LX.AKR0U.074);27660 руб.;остатки
Acer Aspire 5930G-844G32Mi C2D(SR)-P8400 2,26 ГГц / 15.4'' WXGA / 4096Mb / 320Gb / GeForce 9600M GT-v512Mb / DVD-RWx2 / WiFi / VHP (LX.AQ30X.044);37280 руб.;остатки
Acer TravelMate 6292-5B2G16Mn C2D(SR)-T5670 1,8 ГГц / 12.0'' WXGA / 2048Mb / 160Gb / Intel GMA X3100-v358Mb / DVD-RWx2 / WiFi / VB (LX.TG60Z.762);24250 руб.;есть
Acer TravelMate 6292-933G32Mn C2D(Pn)-T9300 2,5 ГГц / 12.0'' WXGA / 3072Mb / 320Gb / Intel GMA X3100-v358Mb / DVD-RWx2 / WiFi / VB (LX.TG60Z.483);38900 руб.;есть
Acer TravelMate 6292-5B2G16Mi C2D(SR)-T5670 1,8 ГГц / 12.0'' WXGA / 2048Mb / 160Gb / Intel GMA X3100-v358Mb / DVD-RWx2 / WiFi / VB (LX.TG60Z.827);26950 руб.;есть
Acer TravelMate 6292-301G16Mi C2D(SR)-T7300 2,0 ГГц / 12.0'' WXGA / 1024Mb / 160Gb / Intel GMA X3100-v358Mb / DVD-RWx2 / WiFi / VHP (LX.TG60X.065);22300 руб.;есть
Acer TravelMate 6292-302G16Mi C2D(SR)-T7300 2,0 ГГц / 12.0'' WXGA / 2048Mb / 160Gb / Intel GMA X3100-v358Mb / DVD-RWx2 / WiFi / VB (LX.TG60Z.205);23150 руб.;предзаказ
Acer TravelMate 6292-812G25Mn C2D(Pn)-T8100 2,1 ГГц / 12.0'' WXGA / 2048Mb / 250Gb / Intel GMA X3100-v358Mb / DVD-RWx2 / WiFi / VB (LX.TG60Z.389);27880 руб.;есть
Acer Aspire 5935G-654G32Mi C2D-T6500 2,1 ГГц / 15.6'' WXGA / 4096Mb / 320Gb / NVIDIA® GeForce™ G130M GT-v1024Mb / DVD-RWx2 / WiFi / WinXP-H (LX.PG70X.014);37990 руб.;предзаказ
Acer Aspire 5935G-754G50Mi C2D-P7450 2,26 ГГц / 15.6'' WXGA / 4096Mb / 500Gb / NVIDIA® GeForce™ GT 240M-v1024Mb / DVD-RWx2 / WiFi / VHP (LX.PG70X.011);42740 руб.;предзаказ
Acer Aspire 5935G-644G32Mi C2D-T6400 2,0 ГГц / 15.6'' WXGA / 4096Mb / 320Gb / NVIDIA® GeForce™ G130M-v1024Mb / DVD-RWx2 / WiFi / VHP (LX.PBK0X.065);41720 руб.;остатки
Acer Aspire 5935G-744G50Mi C2D-P7450 2,13 ГГц / 15.6'' WXGA / 4096Mb / 500Gb / NVIDIA® GeForce™ G130M-v1024Mb / DVD-RWx2 / WiFi / VHP (LX.PBK0X.029);42740 руб.;остатки
Acer Aspire 5935G-874G500Wi C2D-P8700 2,53 ГГц / 15.6'' WXGA / 4096Mb / 500Gb / NVIDIA® GeForce™ GT 240M-v1024Mb / Blu-Ray RW / WiFi / VHP (LX.PG70X.009);54140 руб.;предзаказ
Acer Aspire 5935G-654G32Mi C2D-T6500 2,1 ГГц / 15.6'' WXGA / 4096Mb / 320Gb / NVIDIA® GeForce™ G130M-v1024Mb / DVD-RWx2 / WiFi / VHP (LX.PBQ0X.007);36090 руб.;остатки
Acer Aspire 5935G-734G50Mi C2D-P7350 2,0 ГГц / 15.6'' WXGA / 4096Mb / 500Gb / NVIDIA® GeForce™ G130M-v1024Mb / DVD-RWx2 / WiFi / VHP (LX.PBK0X.225);40820 руб.;предзаказ
Acer Aspire 3410T-723G25i Cel-723 1,2 ГГц / 13.3'' WXGA / 3072Mb / 250Gb / Intel GMA X4500MHD-v64Mb / noCDROM / WiFi / VHP (LX.PEC0X.012);21840 руб.;есть
Acer Aspire 5536-644G25Mi A64X2-QL-62 2,0 ГГц / 15.6'' WXGA / 4096Mb / 250Gb / Radeon 3200-v256Mb / DVD-RWx2 / WiFi / VHP (LX.PAW0X.110);21710 руб.;есть
Acer Aspire 4810TG-354G32Mi Intel® Core 2 Solo-SU3500 1,3 ГГц / 14.0'' WXGA / 4096Mb / 320Gb / ATI Mobility™ Radeon® HD 4330-v512Mb / DVD-RWx2 / WiFi / VHP (LX.PE10X.191);27540 руб.;есть
Acer Aspire 4810TG-943G32Mi Intel® Core 2 Solo-SU9400 1,4 ГГц / 14.0'' WXGA / 3072Mb / 320Gb / ATI Mobility™ Radeon® HD 4330-v512Mb / DVD-RWx2 / WiFi / VHP (LX.PE10X.080);34610 руб.;есть
Acer Aspire 4810T-353G25Mi Intel® Core 2 Solo-SU3500 1,3 ГГц / 14.0'' WXGA / 3072Mb / 250Gb / Intel GMA X4500MHD-v358Mb / DVD-RWx2 / WiFi / VHP (LX.PBA0X.281);25130 руб.;есть
